recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_031566,user_00636,movie_0247,2025-06-03,genre_based,,False,12,Mobile,morning,v1.2
rec_031567,user_05611,movie_0109,2025-12-02,personalized,0.58,False,13,Mobile,morning,v2.0
rec_031568,user_09752,movie_0453,2024-04-17,personalized,0.795,False,12,Laptop,afternoon,v1.3
rec_031569,user_05895,movie_0637,2024-08-04,genre_based,0.53,False,5,Smart TV,morning,
rec_031570,user_00116,movie_0212,2024-05-30,personalized,0.598,False,15,Tablet,morning,v1.3
rec_031571,user_05919,movie_0424,2024-03-13,genre_based,0.15,False,4,Mobile,night,v1.4
rec_031572,user_08663,movie_0453,2024-06-26,similar_users,0.759,False,8,Mobile,night,v1.2
rec_031573,user_09303,movie_0748,2024-06-19,personalized,0.279,False,3,Smart TV,night,v1.3
rec_031574,user_03572,movie_0992,2024-07-16,new_releases,0.635,True,14,Smart TV,morning,v1.4
rec_031575,user_09461,movie_0372,2025-10-26,genre_based,0.226,False,15,Smart TV,night,v1.3
rec_031576,user_08908,movie_0664,2024-01-06,similar_users,0.842,False,6,Smart TV,morning,v1.4
rec_031577,user_07128,movie_0613,2024-03-28,trending,0.718,False,3,Smart TV,night,v1.4
rec_031578,user_03280,movie_0631,2024-07-09,genre_based,0.584,False,13,Mobile,afternoon,v1.3
rec_031579,user_04088,movie_0155,2024-03-18,genre_based,0.291,False,19,Smart TV,evening,v1.3
rec_031580,user_08259,movie_0696,2025-01-05,trending,,False,7,Mobile,evening,v1.4
rec_031581,user_09864,movie_0074,2024-02-02,similar_users,0.806,False,3,Tablet,morning,v1.4
rec_031582,user_03859,movie_0082,2024-10-13,new_releases,0.719,False,7,Smart TV,evening,v1.2
rec_031583,user_07302,movie_0532,2025-05-23,similar_users,0.84,False,14,Tablet,afternoon,v1.3
rec_031584,user_03486,movie_0280,2025-01-25,new_releases,,False,7,Laptop,evening,v2.0
rec_031585,user_02071,movie_0918,2025-08-13,new_releases,0.186,False,8,Mobile,morning,v1.3
rec_031586,user_01301,movie_0362,2025-05-08,trending,,False,16,Smart TV,evening,v1.4
rec_031587,user_06116,movie_0264,2025-08-28,similar_users,0.11,False,4,Tablet,morning,v1.4
rec_031588,user_02992,movie_0751,2024-07-21,similar_users,0.745,True,6,Laptop,afternoon,v1.3
rec_031589,user_04315,movie_0461,2024-10-14,trending,0.574,False,16,Mobile,morning,v1.4
rec_031590,user_09384,movie_0177,2025-04-06,new_releases,0.254,False,6,Laptop,night,v1.4
rec_031591,user_02783,movie_0741,2024-01-26,new_releases,0.703,False,11,Tablet,night,v2.0
rec_031592,user_00301,movie_0576,2024-05-20,new_releases,0.545,False,3,Laptop,morning,v1.3
rec_031593,user_09406,movie_0620,2024-06-18,similar_users,0.271,False,16,Tablet,night,v1.3
rec_031594,user_02152,movie_0113,2024-05-03,genre_based,0.994,False,17,Laptop,night,v1.3
rec_031595,user_08968,movie_0656,2024-11-16,new_releases,0.942,False,3,Smart TV,morning,v1.3
rec_031596,user_00711,movie_0806,2024-07-15,personalized,0.578,False,11,Mobile,night,v1.4
rec_031597,user_04058,movie_0005,2024-04-19,trending,0.62,False,18,Laptop,afternoon,v1.3
rec_031598,user_02024,movie_0683,2025-11-04,trending,0.248,False,9,Mobile,night,v2.0
rec_031599,user_04049,movie_0646,2025-03-31,trending,0.104,False,2,Laptop,night,v1.3
rec_031600,user_05215,movie_0526,2024-08-06,similar_users,0.478,False,15,Smart TV,morning,v1.3
rec_031601,user_02755,movie_0584,2024-11-22,new_releases,0.648,True,16,Laptop,afternoon,v2.0
rec_031602,user_02147,movie_0054,2025-11-01,new_releases,0.289,False,8,Smart TV,night,v1.3
rec_031603,user_04416,movie_0391,2024-03-17,trending,0.107,False,6,Tablet,afternoon,v2.0
rec_031604,user_00316,movie_0300,2024-07-17,trending,0.488,True,9,Laptop,night,v1.4
rec_031605,user_01659,movie_0102,2024-08-27,trending,0.579,False,18,Smart TV,evening,v1.3
rec_031606,user_07993,movie_0490,2025-12-08,genre_based,0.125,False,10,Laptop,night,v1.3
rec_031607,user_06769,movie_0556,2025-05-13,personalized,0.538,False,6,Mobile,night,v1.3
rec_031608,user_00729,movie_0974,2025-05-26,personalized,0.619,False,13,Laptop,evening,v1.4
rec_031609,user_03412,movie_0803,2025-02-28,personalized,0.491,False,3,Laptop,afternoon,
rec_031610,user_07432,movie_0599,2024-03-07,genre_based,0.272,False,1,Tablet,afternoon,v1.3
rec_031611,user_08448,movie_0184,2025-04-29,similar_users,0.256,False,13,Smart TV,evening,v1.2
rec_031612,user_02603,movie_0918,2025-06-17,new_releases,0.84,False,20,Smart TV,evening,v1.3
rec_031613,user_05102,movie_0709,2025-02-04,personalized,0.95,False,4,Smart TV,evening,v1.4
rec_031614,user_04972,movie_0844,2025-02-18,new_releases,0.866,False,19,Smart TV,afternoon,v2.0
rec_031615,user_06897,movie_0337,2024-02-05,personalized,0.33,True,15,Smart TV,night,v1.3
rec_031616,user_05036,movie_0019,2024-07-01,similar_users,0.585,False,1,Mobile,night,v2.0
rec_031617,user_04100,movie_0919,2025-05-15,personalized,0.873,False,16,Laptop,evening,v1.3
rec_031618,user_09926,movie_0548,2025-01-20,similar_users,0.67,False,17,Mobile,night,v1.3
rec_031619,user_05959,movie_0697,2024-04-27,personalized,,False,19,Smart TV,afternoon,v1.2
rec_031620,user_05782,movie_0979,2024-02-24,similar_users,0.7,False,1,Smart TV,night,v2.0
rec_031621,user_03899,movie_0845,2024-07-07,new_releases,0.551,False,18,Tablet,morning,v1.4
rec_031622,user_04438,movie_0810,2024-12-24,genre_based,0.928,False,13,Laptop,night,v1.3
rec_031623,user_06588,movie_0416,2025-10-16,new_releases,,False,8,Smart TV,afternoon,v2.0
rec_031624,user_02247,movie_0203,2024-05-08,personalized,0.638,False,6,Laptop,afternoon,v1.3
rec_031625,user_02452,movie_0264,2025-02-06,genre_based,0.244,False,19,Tablet,evening,v1.4
rec_031626,user_07117,movie_0495,2025-04-04,personalized,0.581,False,15,Laptop,afternoon,v1.2
rec_031627,user_04813,movie_0342,2024-06-20,genre_based,0.713,True,13,Smart TV,morning,v1.3
rec_031628,user_09457,movie_0532,2025-07-20,similar_users,0.122,True,15,Smart TV,afternoon,v1.4
rec_031629,user_07096,movie_0581,2025-02-19,personalized,0.229,False,3,Smart TV,evening,v1.4
rec_031630,user_02602,movie_0180,2024-06-25,personalized,0.398,False,12,Mobile,night,v1.3
rec_031631,user_01546,movie_0894,2025-12-17,new_releases,0.682,True,15,Tablet,night,v2.0
rec_031632,user_09294,movie_0288,2024-01-19,new_releases,0.826,False,7,Mobile,morning,v1.4
rec_031633,user_07910,movie_0406,2025-04-05,trending,0.744,False,2,Mobile,morning,v1.4
rec_031634,user_07903,movie_0998,2024-03-04,new_releases,0.444,False,13,Mobile,morning,v1.3
rec_031635,user_05788,movie_0564,2024-07-16,personalized,0.681,False,8,Smart TV,night,v1.3
rec_031636,user_00665,movie_0859,2025-02-15,trending,0.873,False,15,Tablet,night,v2.0
rec_031637,user_08922,movie_0915,2024-05-14,new_releases,0.896,False,4,Mobile,night,v2.0
rec_031638,user_01181,movie_0617,2024-05-13,similar_users,0.328,False,1,Mobile,night,v1.3
rec_031639,user_08999,movie_0897,2025-09-02,genre_based,0.395,False,10,Mobile,morning,v1.3
rec_031640,user_04132,movie_0253,2025-09-26,similar_users,0.306,False,14,Smart TV,morning,
rec_031641,user_01235,movie_0742,2025-06-21,genre_based,0.77,False,1,Mobile,evening,v1.4
rec_031642,user_06314,movie_0850,2024-11-08,similar_users,0.601,False,14,Laptop,afternoon,v1.4
rec_031643,user_07692,movie_0757,2024-06-19,personalized,0.834,False,7,Tablet,morning,v1.2
rec_031644,user_01278,movie_0526,2024-12-06,new_releases,0.768,False,3,Mobile,morning,v2.0
rec_031645,user_02460,movie_0258,2025-12-05,similar_users,0.909,True,8,Laptop,evening,v1.3
rec_031646,user_04380,movie_0731,2024-05-30,similar_users,0.511,False,17,Smart TV,evening,v2.0
rec_031647,user_04892,movie_0320,2025-05-12,trending,0.619,False,1,Tablet,evening,v1.4
rec_031648,user_02183,movie_0872,2024-01-07,similar_users,0.642,False,18,Laptop,afternoon,v1.3
rec_031649,user_05486,movie_0694,2024-04-25,new_releases,0.669,False,4,Laptop,evening,v1.4
rec_031650,user_01272,movie_0696,2025-08-22,personalized,0.702,False,6,Mobile,morning,v2.0
rec_031651,user_09186,movie_0018,2024-08-19,personalized,0.281,False,10,Tablet,afternoon,v1.3
rec_031652,user_04406,movie_0288,2025-05-10,similar_users,0.377,False,17,Laptop,morning,v1.2
rec_031653,user_03490,movie_0236,2024-09-03,trending,0.154,False,4,Mobile,afternoon,
rec_031654,user_05343,movie_0192,2025-12-02,new_releases,0.223,False,20,Smart TV,evening,v1.4
rec_031655,user_00634,movie_0461,2024-08-21,personalized,0.334,False,16,Mobile,afternoon,v2.0
rec_031656,user_06351,movie_0204,2025-12-24,similar_users,0.577,False,6,Tablet,morning,v1.4
rec_031657,user_01213,movie_0193,2024-08-26,new_releases,,False,15,Tablet,morning,v1.2
rec_031658,user_07761,movie_0372,2024-05-08,personalized,0.787,False,2,Tablet,morning,v1.3
rec_031659,user_05941,movie_0298,2025-04-03,new_releases,0.89,False,14,Smart TV,evening,v1.4
rec_031660,user_00810,movie_0939,2024-06-22,personalized,0.933,False,1,Mobile,morning,v1.4
rec_031661,user_00253,movie_0734,2024-10-29,genre_based,0.138,False,6,Laptop,morning,v1.4
rec_031662,user_05356,movie_0441,2024-05-24,personalized,0.562,False,7,Laptop,morning,v1.3
rec_031663,user_09856,movie_0118,2025-08-21,personalized,0.7,False,8,Tablet,evening,v1.4
rec_031664,user_01221,movie_0167,2024-09-06,personalized,0.981,True,16,Laptop,night,v1.4
rec_031665,user_03680,movie_0082,2025-08-09,trending,0.898,False,2,Smart TV,night,v1.4
rec_031666,user_02409,movie_0918,2025-08-29,trending,0.847,False,11,Tablet,night,v2.0
rec_031667,user_04856,movie_0481,2025-05-14,similar_users,0.837,False,11,Smart TV,morning,v1.4
rec_031668,user_09986,movie_0604,2025-10-23,trending,0.156,False,10,Laptop,morning,v1.4
rec_031669,user_08234,movie_0626,2024-10-14,trending,0.248,False,11,Smart TV,evening,v1.3
rec_031670,user_07177,movie_0942,2024-03-17,similar_users,0.84,False,3,Mobile,night,v2.0
rec_031671,user_03882,movie_0030,2024-09-08,similar_users,0.533,False,4,Tablet,night,
rec_031672,user_03618,movie_0823,2024-08-23,personalized,0.226,False,8,Laptop,evening,v1.4
rec_031673,user_08755,movie_0417,2025-06-04,new_releases,0.789,False,4,Tablet,afternoon,v1.3
rec_031674,user_09891,movie_0637,2025-05-15,new_releases,0.655,False,7,Tablet,morning,v1.4
rec_031675,user_08463,movie_0169,2024-05-13,personalized,,False,17,Mobile,morning,v1.3
rec_031676,user_08949,movie_0716,2024-07-21,genre_based,0.182,False,7,Laptop,evening,v2.0
rec_031677,user_06353,movie_0625,2025-11-08,trending,0.456,False,9,Mobile,morning,v2.0
rec_031678,user_01225,movie_0247,2025-04-21,new_releases,,False,7,Laptop,evening,v1.3
rec_031679,user_08888,movie_0336,2025-03-12,trending,0.627,False,18,Smart TV,afternoon,
rec_031680,user_05191,movie_0897,2025-08-12,similar_users,0.557,False,3,Smart TV,night,v1.4
rec_031681,user_08471,movie_0147,2024-09-19,genre_based,0.683,False,9,Mobile,night,v1.2
rec_031682,user_05518,movie_0145,2025-06-28,personalized,0.696,False,7,Mobile,afternoon,v1.2
rec_031683,user_01492,movie_0235,2024-02-13,similar_users,0.402,False,3,Smart TV,afternoon,v1.3
rec_031684,user_06188,movie_0572,2025-04-01,similar_users,,True,9,Tablet,night,v2.0
rec_031685,user_09534,movie_0451,2024-04-17,genre_based,0.805,False,10,Tablet,afternoon,
rec_031686,user_06293,movie_0389,2025-04-08,personalized,0.486,False,20,Smart TV,afternoon,v1.4
rec_031687,user_06412,movie_0962,2025-07-03,new_releases,0.661,False,10,Tablet,morning,
rec_031688,user_01393,movie_0824,2025-11-11,personalized,,False,2,Laptop,evening,v1.3
rec_031689,user_05619,movie_0122,2025-05-06,new_releases,0.531,False,11,Smart TV,morning,v2.0
rec_031690,user_07749,movie_0556,2025-06-30,similar_users,0.345,False,16,Tablet,night,v1.3
rec_031691,user_01020,movie_0044,2025-11-14,new_releases,0.143,False,2,Smart TV,afternoon,v1.4
rec_031692,user_00873,movie_0201,2024-01-24,new_releases,0.313,False,12,Tablet,afternoon,v1.4
rec_031693,user_03491,movie_0480,2024-12-05,similar_users,0.327,True,16,Smart TV,morning,v1.4
rec_031694,user_07423,movie_0161,2024-03-29,similar_users,0.955,False,7,Mobile,evening,v1.3
rec_031695,user_00264,movie_0175,2024-01-25,genre_based,0.879,False,4,Tablet,evening,v1.4
rec_031696,user_02766,movie_0295,2025-07-01,similar_users,0.834,False,4,Tablet,morning,v1.4
rec_031697,user_02395,movie_0254,2025-08-18,similar_users,0.676,False,9,Mobile,morning,v1.4
rec_031698,user_05327,movie_0804,2024-08-28,genre_based,0.35,True,4,Smart TV,afternoon,v2.0
rec_031699,user_05382,movie_0885,2024-09-09,trending,0.992,False,17,Mobile,afternoon,v1.4
rec_031700,user_02336,movie_0321,2025-02-16,personalized,0.125,False,13,Smart TV,afternoon,v2.0
rec_031701,user_00225,movie_0822,2025-03-21,similar_users,0.603,False,13,Laptop,night,v1.3
rec_031702,user_07253,movie_0998,2025-01-31,similar_users,0.715,False,14,Laptop,morning,v2.0
rec_031703,user_05480,movie_0278,2025-10-30,genre_based,0.657,False,1,Mobile,night,v1.4
rec_031704,user_00159,movie_0467,2025-01-26,personalized,0.243,False,15,Laptop,evening,v1.4
rec_031705,user_08035,movie_0348,2025-08-23,new_releases,0.567,False,14,Laptop,night,v1.3
rec_031706,user_04626,movie_0082,2024-09-03,genre_based,0.403,False,5,Laptop,afternoon,v1.3
rec_031707,user_00436,movie_0540,2024-10-14,personalized,0.458,False,9,Tablet,afternoon,v1.4
rec_031708,user_09367,movie_0872,2025-02-18,trending,0.806,False,15,Mobile,morning,v1.3
rec_031709,user_08411,movie_0555,2025-10-19,personalized,0.637,False,2,Tablet,afternoon,v1.2
rec_031710,user_07938,movie_0719,2025-01-05,new_releases,,False,15,Tablet,afternoon,v1.4
rec_031711,user_08402,movie_0260,2025-07-18,genre_based,0.59,False,13,Tablet,morning,v2.0
rec_031712,user_04757,movie_0199,2025-03-06,personalized,0.405,False,16,Tablet,night,v1.3
rec_031713,user_06934,movie_0281,2025-07-13,new_releases,0.102,False,7,Smart TV,morning,v1.3
rec_031714,user_06378,movie_0567,2024-04-11,genre_based,0.14,False,1,Mobile,evening,v1.3
rec_031715,user_07787,movie_0002,2025-03-27,similar_users,0.597,False,19,Smart TV,evening,v1.3
rec_031716,user_04196,movie_0508,2025-11-21,personalized,0.741,True,12,Tablet,night,v2.0
rec_031717,user_07340,movie_0292,2024-06-07,similar_users,0.422,True,16,Laptop,morning,v2.0
rec_031718,user_07543,movie_0238,2024-11-11,new_releases,0.725,False,3,Laptop,evening,v2.0
rec_031719,user_00973,movie_0065,2025-02-25,trending,0.185,False,9,Mobile,morning,v2.0
rec_031720,user_04146,movie_0416,2025-08-20,trending,,True,18,Laptop,morning,v1.3
rec_031721,user_08607,movie_0795,2025-02-01,new_releases,0.393,True,8,Tablet,night,v1.4
rec_031722,user_08605,movie_0691,2024-08-29,genre_based,0.759,False,7,Laptop,afternoon,v1.4
rec_031723,user_01394,movie_0568,2024-11-14,new_releases,0.814,True,15,Tablet,afternoon,v1.4
rec_031724,user_01909,movie_0524,2025-03-24,new_releases,0.273,True,16,Mobile,afternoon,v1.2
rec_031725,user_03830,movie_0865,2025-09-18,similar_users,0.828,False,4,Smart TV,night,v1.4
rec_031726,user_07682,movie_0864,2024-04-11,new_releases,0.663,False,15,Smart TV,morning,v1.2
rec_031727,user_02223,movie_0296,2024-08-26,new_releases,0.486,True,11,Tablet,night,v1.4
rec_031728,user_07766,movie_0966,2024-08-11,genre_based,0.48,False,4,Laptop,evening,v1.4
rec_031729,user_05134,movie_0900,2025-07-06,personalized,0.537,False,10,Mobile,morning,v2.0
rec_031730,user_06229,movie_0322,2024-06-25,genre_based,0.513,False,14,Laptop,morning,v1.4
rec_031731,user_04330,movie_0020,2025-08-28,similar_users,0.235,False,10,Laptop,evening,v1.3
rec_031732,user_03411,movie_0319,2024-03-06,new_releases,0.744,False,5,Tablet,night,v1.4
rec_031733,user_03595,movie_0054,2024-02-09,personalized,0.675,True,7,Laptop,evening,v2.0
rec_031734,user_00357,movie_0893,2025-04-01,personalized,,False,9,Smart TV,evening,v1.4
rec_031735,user_04719,movie_0433,2025-09-05,new_releases,,False,20,Laptop,night,v1.4
rec_031736,user_01386,movie_0291,2024-06-09,trending,0.798,False,7,Smart TV,afternoon,v1.4
rec_031737,user_09569,movie_0020,2025-04-12,new_releases,0.464,False,15,Smart TV,night,v1.3
rec_031738,user_01192,movie_0352,2025-02-15,similar_users,,False,19,Laptop,afternoon,v2.0
rec_031739,user_04526,movie_0691,2024-08-26,trending,0.726,False,15,Tablet,night,v1.2
rec_031740,user_07574,movie_0547,2025-12-30,similar_users,,False,15,Tablet,afternoon,v1.4
rec_031741,user_09815,movie_0982,2025-12-30,new_releases,0.931,False,20,Tablet,morning,v2.0
rec_031742,user_03355,movie_0899,2025-09-02,similar_users,0.948,False,5,Smart TV,evening,v1.4
rec_031743,user_08019,movie_0437,2025-01-29,new_releases,0.161,False,6,Tablet,morning,
rec_031744,user_06153,movie_0089,2025-06-15,new_releases,0.263,False,11,Mobile,night,v1.4
rec_031745,user_02926,movie_0819,2024-08-14,similar_users,0.736,False,15,Mobile,evening,v1.4
rec_031746,user_07631,movie_0763,2024-01-17,new_releases,0.429,False,1,Laptop,evening,
rec_031747,user_07521,movie_0505,2024-10-12,personalized,0.28,False,15,Smart TV,evening,v1.2
rec_031748,user_05070,movie_0809,2024-02-28,personalized,0.993,True,12,Mobile,afternoon,v1.4
rec_031749,user_04035,movie_0915,2024-04-14,similar_users,0.165,False,18,Laptop,morning,v1.2
rec_031750,user_04703,movie_0995,2024-06-25,genre_based,0.596,False,11,Smart TV,morning,v1.4
rec_031751,user_03678,movie_0121,2024-08-16,trending,0.79,False,4,Mobile,evening,v1.4
rec_031752,user_09874,movie_0571,2025-10-03,genre_based,0.379,False,20,Mobile,evening,v2.0
rec_031753,user_04975,movie_0306,2024-04-02,genre_based,0.188,False,17,Laptop,afternoon,v1.3
rec_031754,user_08611,movie_0664,2025-06-01,new_releases,,False,7,Mobile,morning,v1.3
rec_031755,user_06626,movie_0443,2024-07-19,similar_users,,False,11,Smart TV,night,v2.0
rec_031756,user_02735,movie_0120,2024-08-18,new_releases,0.966,False,20,Laptop,morning,v1.2
rec_031757,user_08336,movie_0259,2025-11-27,similar_users,0.611,False,14,Tablet,night,v2.0
rec_031758,user_02691,movie_0031,2025-03-16,personalized,0.902,False,1,Tablet,evening,v1.4
rec_031759,user_03458,movie_0111,2024-07-14,personalized,0.762,False,17,Laptop,morning,v1.4
rec_031760,user_07830,movie_0582,2025-08-27,trending,0.302,True,17,Tablet,night,v2.0
rec_031761,user_08153,movie_0600,2024-09-24,genre_based,0.797,False,11,Mobile,afternoon,
rec_031762,user_00808,movie_0241,2024-01-05,genre_based,0.701,True,11,Smart TV,night,v1.3
rec_031763,user_06904,movie_0183,2024-01-17,trending,0.721,False,4,Laptop,evening,v1.4
rec_031764,user_00760,movie_0031,2025-07-29,new_releases,0.444,False,3,Smart TV,morning,v1.4
rec_031765,user_05991,movie_0394,2024-04-06,genre_based,0.35,False,12,Tablet,evening,v1.3
rec_031766,user_05147,movie_0608,2025-03-31,similar_users,0.539,False,2,Mobile,evening,v1.3
rec_031767,user_00846,movie_0223,2025-12-06,similar_users,0.528,False,6,Mobile,morning,v1.4
rec_031768,user_04124,movie_0793,2025-09-12,similar_users,0.387,False,17,Smart TV,night,v1.4
rec_031769,user_05000,movie_0424,2025-03-28,similar_users,0.928,True,16,Laptop,morning,v1.4
rec_031770,user_01722,movie_0652,2024-11-24,similar_users,0.827,True,11,Smart TV,night,v1.4
rec_031771,user_03061,movie_0218,2025-08-21,new_releases,0.507,False,15,Tablet,evening,v2.0
rec_031772,user_06284,movie_0203,2025-03-17,new_releases,0.162,False,4,Laptop,morning,v1.4
rec_031773,user_07200,movie_0123,2024-02-17,genre_based,0.444,True,18,Smart TV,night,v1.3
rec_031774,user_09902,movie_0965,2025-11-03,genre_based,0.323,False,20,Mobile,afternoon,
rec_031775,user_02917,movie_0335,2024-07-24,personalized,0.803,False,19,Smart TV,night,v1.3
rec_031776,user_06082,movie_0625,2025-12-17,genre_based,0.99,False,17,Laptop,afternoon,v1.3
rec_031777,user_04500,movie_0185,2025-07-03,similar_users,0.976,False,5,Smart TV,evening,v1.4
rec_031778,user_08280,movie_0136,2025-06-20,trending,0.504,False,8,Laptop,evening,v1.3
rec_031779,user_07840,movie_0765,2025-03-03,personalized,,False,11,Mobile,evening,v1.3
rec_031780,user_04742,movie_0314,2025-02-13,trending,,False,13,Mobile,evening,v1.4
rec_031781,user_00911,movie_0459,2024-03-07,new_releases,0.166,False,18,Tablet,afternoon,v1.3
rec_031782,user_00309,movie_0566,2025-07-17,genre_based,0.65,False,6,Tablet,evening,v1.3
